PermitNum,AppliedDate,PermitType,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,Description
BP2002-01333,2002/02/07,Commercial / Multi Family Project,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,New,New Industrial Building
BP2001-13816,2001/11/22,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,New construction
BP2002-09854,2002/07/19,Commercial / Multi Family Project,3205 - Storage Hazardous Material,Commercial,Non-Residential,New,NEW STORAGE BUILDING
BP2002-08987,2002/07/04,Commercial / Multi Family Project,"5109 - School, Public",Institutional,Non-Residential,New,New school
BP2001-08241,2001/07/18,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Fifty Tents
BP2001-12525,2001/10/22,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,New storage garage
BP2002-06342,2002/05/16,Commercial / Multi Family Project,3499 - Office/Bank/Professional Misc.,Commercial,Non-Residential,New,new building
BP2002-09511,2002/07/12,Commercial / Multi Family Project,3611 - Restaurant/Drinking Establishment,Commercial,Non-Residential,New,Commercial Project
BP2002-04002,2002/04/08,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New Temp Trailer
BP2002-08664,2002/06/27,Commercial / Multi Family Project,3611 - Restaurant/Drinking Establishment,Commercial,Non-Residential,New,"temporary tents July 04 to 14,  2002"
BP2002-07613,2002/06/07,Commercial / Multi Family Project,2498 - Engineer/Communication Misc.,Industrial,Non-Residential,New,Rebuilding Telecommunication Tower & New Shelter( Existing Tenant)
BP2001-14308,2001/12/06,Commercial / Multi Family Project,2203 - Tower,Industrial,Non-Residential,New,Ground Shelter
BP2001-11091,2001/09/19,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Special Events Tent
BP2001-09370,2001/08/10,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,Telecommunicaitons Antenna
BP2002-00795,2002/01/24,Commercial / Multi Family Project,3107 - Shopping Centre,Commercial,Non-Residential,New,New Neighbourhod Shopping Centre
BP2001-10858,2001/09/13,Commercial / Multi Family Project,5303 - Special Care Facility,Institutional,Non-Residential,New,Apartment Building/Special Care Facility
BP2001-08842,2001/07/30,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,New Mini-Storage Warehouse
BP2001-10959,2001/09/17,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,1 PORTABLE CLASSROOM
BP2002-08659,2002/06/27,Commercial / Multi Family Project,3611 - Restaurant/Drinking Establishment,Commercial,Non-Residential,New,"Temporary tent for July 05 to 14, 2002."
BP2001-10160,2001/08/27,Commercial / Multi Family Project,5401 - Church,Institutional,Non-Residential,New,Public & Quasi Public Building
BP2002-01087,2002/01/31,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,New Telecommunication Tower
BP2002-11099,2002/08/13,Commercial / Multi Family Project,3607 - Hotel/Motel,Commercial,Non-Residential,New,Removal & Replacement
BP2002-12548,2002/09/11,Commercial / Multi Family Project,2497 - Engineer/Utility Misc.,Industrial,Non-Residential,New,ENMAX SUB STATION LRT 16
BP2001-10539,2001/09/05,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Commercial Building
BP2001-13663,2001/11/19,Commercial / Multi Family Project,3510 - Recreation Facility,Commercial,Non-Residential,New,New Office/Tee Box Cover
BP2001-12731,2001/10/25,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Industrial Building
BP2001-08598,2001/07/26,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Temporary Trailer for ME Singer
BP2001-13095,2001/11/05,Commercial / Multi Family Project,3607 - Hotel/Motel,Commercial,Non-Residential,New,Rooftop Antenna & Shelter
BP2001-09803,2001/08/21,Commercial / Multi Family Project,2410 - Transformer,Industrial,Non-Residential,New,Antenna - Telecom
BP2001-09181,2001/08/07,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Office / Warehouse
BP2001-09799,2001/08/21,Commercial / Multi Family Project,2498 - Engineer/Communication Misc.,Industrial,Non-Residential,New,Replacement monopole
BP2002-06971,2002/05/29,Commercial / Multi Family Project,3508 - Exhibition Building,Commercial,Non-Residential,New,Temporary tent
BP2002-02939,2002/03/15,Commercial / Multi Family Project,3302 - Dealership,Commercial,Non-Residential,New,New Commercial Building
BP2001-09368,2001/08/10,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,Rooftop Telecommunicaitons Antenna
BP2002-05941,2002/05/10,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Industrial Building
BP2002-12495,2002/09/10,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Commercial Building
BP2001-10096,2001/08/24,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,COMMERCIAL PROJECT
BP2002-08295,2002/06/19,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New
BP2002-08820,2002/07/02,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Stage
BP2002-12275,2002/09/06,Commercial / Multi Family Project,3508 - Exhibition Building,Commercial,Non-Residential,New,Temporary tent
BP2001-10739,2001/09/10,Commercial / Multi Family Project,5401 - Church,Institutional,Non-Residential,New,Portable building for church
BP2002-10387,2002/07/30,Commercial / Multi Family Project,3103 - Kiosk,Commercial,Non-Residential,New,"Temporary tent for Sep 08, 2002. 11 am to 3 pm."
BP2002-08644,2002/06/26,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,New
BP2001-08634,2001/07/26,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Building
BP2002-08669,2002/06/28,Commercial / Multi Family Project,5301 - Child Care Facility,Institutional,Non-Residential,New,New Building
BP2002-02378,2002/03/06,Commercial / Multi Family Project,3109 - Retail Food Store,Commercial,Non-Residential,New,New Building(s)
BP2001-10779,2001/09/11,Commercial / Multi Family Project,3107 - Shopping Centre,Commercial,Non-Residential,New,New Commercial Building
BP2001-09161,2001/08/03,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,Relocated Garage to Existing School Parking Lot
BP2001-10963,2001/09/17,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,1 PORTABLE
BP2002-04994,2002/04/24,Commercial / Multi Family Project,3111 - Warehouse Stores,Commercial,Non-Residential,New,New Warehouse Store
BP2001-12961,2001/10/31,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,Commercial  Project
BP2001-09896,2001/08/22,Commercial / Multi Family Project,2498 - Engineer/Communication Misc.,Industrial,Non-Residential,New,Equipment shelter on roof of existing building
BP2002-00186,2002/01/08,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,
BP2001-08405,2001/07/23,Commercial / Multi Family Project,3108 - Liquor Store,Commercial,Non-Residential,New,New Commercial Building
BP2002-02375,2002/03/06,Commercial / Multi Family Project,2203 - Tower,Industrial,Non-Residential,New,New
BP2002-12530,2002/09/11,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Building
BP2001-09455,2001/08/13,Commercial / Multi Family Project,3302 - Dealership,Commercial,Non-Residential,New,New Commercial Building
BP2002-07840,2002/06/12,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,2 Inflatable Tents
BP2001-13741,2001/11/21,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Building
BP2001-14347,2001/12/10,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,Special Events Tent
BP2001-09364,2001/08/10,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,Rooftop Telecommunicaitons Antenna
BP2002-01475,2002/02/12,Commercial / Multi Family Project,3199 - Trade/Retail/Wholesale Misc.,Commercial,Non-Residential,New,temporary greenhouse
BP2002-00285,2002/01/10,Commercial / Multi Family Project,3609 - Restaurant - Take-Out (No Seats),Commercial,Non-Residential,New,TIM HORTONS TEMPORARY RESTAURANT
BP2002-00474,2002/01/16,Commercial / Multi Family Project,3401 - Bank,Commercial,Non-Residential,New,New Bldg
BP2001-09937,2001/08/23,Commercial / Multi Family Project,3611 - Restaurant/Drinking Establishment,Commercial,Non-Residential,New,New Restaurant
BP2002-11929,2002/08/29,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New storage and office buildings
BP2001-12119,2001/10/12,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,New Telecom Tower
BP2002-03761,2002/04/02,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New tent
BP2002-04513,2002/04/17,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Office Building and garage
BP2002-03744,2002/04/02,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New Office Trailer
BP2001-13105,2001/11/05,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,
BP2002-04332,2002/04/12,Commercial / Multi Family Project,3499 - Office/Bank/Professional Misc.,Commercial,Non-Residential,New,NEW BUILDING
BP2002-02105,2002/02/27,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,New storage shed
BP2002-01685,2002/02/19,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,Temporary Storage Facility
BP2001-12881,2001/10/30,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,New compound
BP2001-08663,2001/07/27,Commercial / Multi Family Project,5303 - Special Care Facility,Institutional,Non-Residential,New,New Commercial Building
BP2001-14190,2001/12/04,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,New Warehouse and Office
BP2002-00077,2002/01/04,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New industrial building
BP2002-12058,2002/08/30,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,New Commercial Building
BP2002-10793,2002/08/07,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,New Gas Bar
BP2001-10829,2001/09/12,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,New Storage Shed
BP2001-10125,2001/08/27,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New Commercial Building - No Tenants
BP2002-02306,2002/03/04,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Temporary Tent for Stampede
BP2002-00986,2002/01/30,Commercial / Multi Family Project,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,New,New Industrial Project
BP2001-09746,2001/08/17,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Special Event Tent (Aug 30 - Sept 4)
BP2001-12981,2001/11/01,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,New
BP2002-04334,2002/04/12,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New
BP2001-12391,2001/10/18,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Interior alterations
BP2001-13715,2001/11/20,Commercial / Multi Family Project,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,New,New Scrap Metal Yard
BP2002-13353,2002/09/26,Commercial / Multi Family Project,3304 - Repair Garage,Commercial,Non-Residential,New,NEW BUILDING
BP2002-05396,2002/04/30,Commercial / Multi Family Project,6304 - Engineering,Government,Non-Residential,New,New Building(s)
BP2002-14193,2002/10/11,Commercial / Multi Family Project,"3403 - Office, Medical",Commercial,Non-Residential,New,Temporary Tent
BP2002-06364,2002/05/17,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Industrial Building
BP2002-04086,2002/04/09,Commercial / Multi Family Project,5203 - Lab,Institutional,Non-Residential,New,New Building & Outside Storage
BP2002-14534,2002/10/22,Commercial / Multi Family Project,3302 - Dealership,Commercial,Non-Residential,New,Temporary Tent
BP2002-10091,2002/07/24,Commercial / Multi Family Project,3610 - Drinking Establishment,Commercial,Non-Residential,New,Temporary Tent
BP2002-11905,2002/08/29,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,New building
BP2002-03565,2002/03/28,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Office/Warehouse Building
BP2002-06265,2002/05/15,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Temporary Tent
BP2003-03996,2003/04/09,Commercial / Multi Family Project,3611 - Restaurant/Drinking Establishment,Commercial,Non-Residential,New,NEW
BP2002-07356,2002/06/04,Commercial / Multi Family Project,2203 - Tower,Industrial,Non-Residential,New,Cell Tower
BP2002-15824,2002/11/20,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Industrial Building
BP2003-04496,2003/04/21,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,Commercial Project
BP2002-15023,2002/10/31,Commercial / Multi Family Project,3610 - Drinking Establishment,Commercial,Non-Residential,New,"Tent (2) ( Oct 31, 2002 one night only )"
BP2002-13360,2002/09/26,Commercial / Multi Family Project,"3403 - Office, Medical",Commercial,Non-Residential,New,New
BP2002-10179,2002/07/25,Commercial / Multi Family Project,4002 - Vacant,General,Non-Residential,New,New Commercial
BP2002-05439,2002/05/01,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New Commercial
BP2003-04426,2003/04/16,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Commercial Project
BP2002-07265,2002/06/03,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New Temporary Sales Trailers
BP2002-04743,2002/04/19,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,NEW TENT
BP2002-10237,2002/07/26,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New
BP2002-07419,2002/06/05,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Special Events Tent & Business Use Confirmation
BP2002-16514,2002/12/06,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New Shed
BP2002-13312,2002/09/26,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New
BP2003-04350,2003/04/15,Commercial / Multi Family Project,3401 - Bank,Commercial,Non-Residential,New,NEW
